Department,領域,向度,編號,班別,科目名稱,任課教授,上課時數正課/實驗實習/書報討論,學分,選必,上課時間,上課地點,限修人數
通識中心,2,能源、環境與生態,7500028,1,永續綠能新契機Hope for Sustainable Green Energy,李振卿,2  2/0/0,2,通識,"三7,8",共同教室大樓216,70
通識中心,2,自然科學與技術,7500030,1,科技與社會Technology and Society,潘賽智,2  2/0/0,2,通識,"一7,8",共同教室大樓206,60
通識中心,2,自然科學與技術,7502001,1,生活化學Living Chemistry,吉凱明,2  2/0/0,2,通識,"四10,11",共同教室大樓422,90
通識中心,2,自然科學與技術,7502002,1,今日化工Today Chemical enginnering,陳靜誼,2  2/0/0,2,通識,"一8,9",共同教室大樓422,90
通識中心,2,自然科學與技術,7503012,1,急救醫學Emergency Medicine,楊仁宗,2  2/0/0,2,通識,"一10,11",共同教室大樓401,70
通識中心,2,資訊能力課程,7504019,1,電腦遊戲設計導論Introduction to Computer Game Programming (程式設計相關/Programming related),張漢呈,2  2/0/0,2,通識,"四9,10",電算中心215教室,60
通識中心,2,能源、環境與生態,7505009,1,臺灣的植物Plants in Taiwan,黃佳盛,2  2/0/0,2,通識,"一8,9",共同教室大樓208,60
通識中心,2,基礎概論課程,7506001,1,地球科學The Earth,王維豪,2  2/0/0,2,通識,"二10,11",地震館302,85
通識中心,2,能源、環境與生態,7506003,1,認識海洋The Knowledge of The Oceans,趙鴻椿,2  2/0/0,2,通識,"四10,11",地震館107,60
通識中心,2,能源、環境與生態,7506007,1,地球與環境科學Earth and Environmental Sciences,張永孚,2  2/0/0,2,通識,"五2,3",地震館302,85
通識中心,2,自然科學與技術,7506011,1,漫遊宇宙101個天體Introduction to 101 Astronomical Objects,李昫岱,2  2/0/0,2,通識,"五8,9",共同教室大樓322,62
通識中心,2,自然科學與技術,7506012,1,星空探索Exploring the Sky,李昫岱,2  2/0/0,2,通識,"五4,5",共同教室大樓322,62
通識中心,2,自然科學與技術,7506012,2,星空探索Exploring the Sky,李昫岱,2  2/0/0,2,通識,"五10,11",共同教室大樓322,62
通識中心,2,自然科學與技術,7507003,1,建築與防震Aseismic Concepts for Building Structures,蔡中暉,2  2/0/0,2,通識,"二7,8",共同教室大樓201,60
通識中心,2,自然科學與技術,7507008,1,漫談人工智慧Introduction to Artificial Intelligence,李俊宏,2  2/0/0,2,通識,"一10,11",共同教室大樓212,90
通識中心,2,資訊能力課程,7507009,1,資訊安全導論Introduction to Information Security,王俊堯 黃柏森,2  2/0/0,2,通識,"三11,12",電算中心215教室,70
通識中心,2,資訊能力課程,7507013,1,資訊科技應用Introduction to Information Security (程式設計相關/Programming related),陳昱仁,2  2/0/0,2,通識,"五2,3",電算中心217教室,40
通識中心,2,資訊能力課程,7507013,2,資訊科技應用Introduction to Information Security (程式設計相關/Programming related),陳昱仁,2  2/0/0,2,通識,"四2,3",電算中心214教室,40
通識中心,2,資訊能力課程,7507013,3,資訊科技應用Introduction to Information Security (程式設計相關/Programming related),余泳儒,2  2/0/0,2,通識,"四11,12",電算中心216教室,40
通識中心,2,資訊能力課程,7507013,4,資訊科技應用Introduction to Information Security (程式設計相關/Programming related),洪嘉慶,2  2/0/0,2,通識,"一11,12",電算中心217教室,40
通識中心,2,資訊能力課程,7507013,5,資訊科技應用Introduction to Information Security (程式設計相關/Programming related),鍾峰宜,2  2/0/0,2,通識,"三8,9",電算中心216教室,40
通識中心,2,能源、環境與生態,7507014,1,綠色建築概論An Introduction to Green Architecture,蔡中暉,2  2/0/0,2,通識,"三7,8",共同教室大樓201,60
通識中心,2,能源、環境與生態,7507014,2,綠色建築概論An Introduction to Green Architecture,蔡中暉,2  2/0/0,2,通識,"三9,10",共同教室大樓201,60
通識中心,2,資訊能力課程,7507018,1,巨量資料分析與應用 Analytics and Applications (程式設計相關/Programming related),張漢呈,2  2/0/0,2,通識,"四11,12",電算中心215教室,40
通識中心,2,資訊能力課程,7507019,1,資訊創意Information Innovation (程式設計相關/Programming related),范崇碩,2  2/0/0,2,通識,"二4,5",電算中心214教室,38
通識中心,2,資訊能力課程,7507020,1,計算思維與程式設計Computational Thinking and Programming (程式設計相關/Programming related),范崇碩,2  2/0/0,2,通識,"二10,11",電算中心214教室,38
通識中心,2,資訊能力課程,7507020,2,計算思維與程式設計Computational Thinking and Programming (程式設計相關/Programming related),范崇碩,2  2/0/0,2,通識,"一10,11",電算中心214教室,38
通識中心,2,資訊能力課程,7507021,1,網頁程式設計Web Programming (程式設計相關/Programming related),洪嘉慶,2  2/0/0,2,通識,"四2,3",電算中心217教室,47
通識中心,2,資訊能力課程,7507021,2,網頁程式設計Web Programming (程式設計相關/Programming related),洪嘉慶,2  2/0/0,2,通識,"四4,5",電算中心217教室,47
通識中心,2,資訊能力課程,7507022,1,機器人探索與應用Robotic Exploration and Applications (程式設計相關/Programming related),范崇碩,2  2/0/0,2,通識,"三10,11",共同教室大樓302TEAL教室,40
通識中心,2,資訊能力課程,7507022,2,機器人探索與應用Robotic Exploration and Applications (程式設計相關/Programming related),范崇碩,2  2/0/0,2,通識,"三4,5",共同教室大樓302TEAL教室,40
通識中心,2,自然科學與技術,7507023,1,生活中的建築與土木工程Architecture and Civil Engineering in Life,潘賽智,2  2/0/0,2,通識,"一9,10",共同教室大樓206,60
通識中心,2,自然科學與技術,7507023,2,生活中的建築與土木工程Architecture and Civil Engineering in Life,潘賽智,2  2/0/0,2,通識,"一11,12",共同教室大樓206,60
通識中心,2,資訊能力課程,7507024,1,資料科學分析與應用Introduction to Machine Learning- Using Python,王俊堯,2  2/0/0,2,通識,"二11,12",電算中心217教室,47
通識中心,2,資訊能力課程,7507025,1,程式設計初探與實作Fundamentals and Practice of Programming Language,簡立仁,2  2/0/0,2,通識,"二8,9",電算中心217教室,47
